season,week,celebrity_name,mean,std,cv,certainty,ci_low,ci_high,regime
14,7,Jaleel White,1.000000357036769e-08,3.854504434648572e-15,3.8545030584492537e-07,0.9999996145498427,9.999999999999886e-09,1.0000011323280809e-08,percent
14,7,Roshon Fegan,0.16836282912749745,0.0026526645957092154,0.01575564279512321,0.9844887469669699,0.16420508883415508,0.1733106030779676,percent
14,7,Melissa Gilbert,0.1816033407835878,0.0027111757893151854,0.014929107458138814,0.9852904923620446,0.17699565810525983,0.1869935054040319,percent
14,7,Donald Driver,0.16570792777235466,0.002168339308831996,0.01308530821657975,0.9870837054782533,0.16260322992053275,0.16957164092944377,percent
14,7,Katherine Jenkins,0.16360898151119668,0.0024045617611057183,0.014697003421790512,0.9855158698880268,0.1591443970802614,0.16841322144533288,percent
14,7,Maria Menounos,0.15522768532757125,0.0017516266392335845,0.01128424118118615,0.9888416720822168,0.15242100827977104,0.15789391663857605,percent
14,8,William Levy,0.24191345320330865,0.0024120642958659964,0.009970773695826052,0.9901276611605901,0.23792386890649103,0.24633700949790838,percent
14,8,Roshon Fegan,1.0000000119608566e-08,2.0163677621836852e-16,2.0163677380661997e-08,0.999999979836323,9.999999999999994e-09,1.0000000607361387e-08,percent
14,8,Melissa Gilbert,0.008494790108195076,0.003910182820936582,0.46030364154193265,0.6847890887569803,0.0026153299114535017,0.015923239398658313,percent
14,8,Donald Driver,0.24889070495445337,0.0026277424962131662,0.010557816920861064,0.9895524860190281,0.24433767428031805,0.25324937923353996,percent
14,8,Katherine Jenkins,0.2462822349330814,0.00322312049128984,0.013087101033355534,0.9870819586785711,0.24094055225349675,0.2519822695753695,percent
14,8,Maria Menounos,0.2544188068009614,0.0031681442411890435,0.012452476611399121,0.9877006803785234,0.2485187467459255,0.25838482441609156,percent
14,9,William Levy,0.3293123543549849,0.0032328842738479956,0.009817075585215008,0.9902783624652756,0.32505520418581263,0.3348676402927173,percent
14,9,Donald Driver,0.332983913137726,0.0023481981607435492,0.00705198680205403,0.9929973954726529,0.32849609186837325,0.3371898613069665,percent
